Date,Actual Prices,Forecasted Prices,MAE
2018-09-14,55.959999084472656,,3.3106252268740963
2018-09-17,54.470001220703125,,3.3106252268740963
2018-09-18,54.560001373291016,,3.3106252268740963
2018-09-19,54.592498779296875,,3.3106252268740963
2018-09-20,55.00749969482422,,3.3106252268740963
2018-09-21,54.415000915527344,,3.3106252268740963
2018-09-24,55.1974983215332,,3.3106252268740963
2018-09-25,55.54750061035156,,3.3106252268740963
2018-09-26,55.10499954223633,,3.3106252268740963
2018-09-27,56.23749923706055,,3.3106252268740963
2018-09-28,56.435001373291016,,3.3106252268740963
2018-10-01,56.814998626708984,,3.3106252268740963
2018-10-02,57.31999969482422,,3.3106252268740963
2018-10-03,58.01750183105469,,3.3106252268740963
2018-10-04,56.997501373291016,,3.3106252268740963
2018-10-05,56.0724983215332,,3.3106252268740963
2018-10-08,55.942501068115234,,3.3106252268740963
2018-10-09,56.717498779296875,,3.3106252268740963
2018-10-10,54.09000015258789,,3.3106252268740963
2018-10-11,53.61249923706055,,3.3106252268740963
2018-10-12,55.52750015258789,,3.3106252268740963
2018-10-15,54.34000015258789,,3.3106252268740963
2018-10-16,55.537498474121094,,3.3106252268740963
2018-10-17,55.29750061035156,,3.3106252268740963
2018-10-18,54.005001068115234,,3.3106252268740963
2018-10-19,54.82749938964844,,3.3106252268740963
2018-10-22,55.162498474121094,,3.3106252268740963
2018-10-23,55.682498931884766,,3.3106252268740963
2018-10-24,53.772499084472656,,3.3106252268740963
2018-10-25,54.95000076293945,,3.3106252268740963
2018-10-26,54.07500076293945,,3.3106252268740963
2018-10-29,53.060001373291016,,3.3106252268740963
2018-10-30,53.32500076293945,,3.3106252268740963
2018-10-31,54.71500015258789,,3.3106252268740963
2018-11-01,55.55500030517578,,3.3106252268740963
2018-11-02,51.869998931884766,,3.3106252268740963
2018-11-05,50.397499084472656,,3.3106252268740963
2018-11-06,50.942501068115234,,3.3106252268740963
2018-11-07,52.48749923706055,,3.3106252268740963
2018-11-08,52.122501373291016,,3.3106252268740963
2018-11-09,51.11750030517578,,3.3106252268740963
2018-11-12,48.54249954223633,,3.3106252268740963
2018-11-13,48.057498931884766,,3.3106252268740963
2018-11-14,46.70000076293945,,3.3106252268740963
2018-11-15,47.852500915527344,,3.3106252268740963
2018-11-16,48.38249969482422,,3.3106252268740963
2018-11-19,46.46500015258789,,3.3106252268740963
2018-11-20,44.244998931884766,,3.3106252268740963
2018-11-21,44.19499969482422,,3.3106252268740963
2018-11-23,43.0724983215332,,3.3106252268740963
2018-11-26,43.654998779296875,,3.3106252268740963
2018-11-27,43.560001373291016,,3.3106252268740963
2018-11-28,45.23500061035156,,3.3106252268740963
2018-11-29,44.88750076293945,,3.3106252268740963
2018-11-30,44.64500045776367,,3.3106252268740963
2018-12-03,46.20500183105469,,3.3106252268740963
2018-12-04,44.17250061035156,,3.3106252268740963
2018-12-06,43.68000030517578,,3.3106252268740963
2018-12-07,42.122501373291016,,3.3106252268740963
2018-12-10,42.400001525878906,,3.3106252268740963
2018-12-11,42.157501220703125,,3.3106252268740963
2018-12-12,42.275001525878906,,3.3106252268740963
2018-12-13,42.73749923706055,,3.3106252268740963
2018-12-14,41.369998931884766,,3.3106252268740963
2018-12-17,40.98500061035156,,3.3106252268740963
2018-12-18,41.51750183105469,,3.3106252268740963
2018-12-19,40.22249984741211,,3.3106252268740963
2018-12-20,39.20750045776367,,3.3106252268740963
2018-12-21,37.682498931884766,,3.3106252268740963
2018-12-24,36.70750045776367,,3.3106252268740963
2018-12-26,39.29249954223633,,3.3106252268740963
2018-12-27,39.037498474121094,,3.3106252268740963
2018-12-28,39.057498931884766,,3.3106252268740963
2018-12-31,39.435001373291016,,3.3106252268740963
2019-01-02,39.47999954223633,,3.3106252268740963
2019-01-03,35.54750061035156,,3.3106252268740963
2019-01-04,37.064998626708984,,3.3106252268740963
2019-01-07,36.98249816894531,,3.3106252268740963
2019-01-08,37.6875,,3.3106252268740963
2019-01-09,38.32749938964844,,3.3106252268740963
2019-01-10,38.45000076293945,,3.3106252268740963
2019-01-11,38.0724983215332,,3.3106252268740963
2019-01-14,37.5,,3.3106252268740963
2019-01-15,38.26750183105469,,3.3106252268740963
2019-01-16,38.73500061035156,,3.3106252268740963
2019-01-17,38.96500015258789,,3.3106252268740963
2019-01-18,39.20500183105469,,3.3106252268740963
2019-01-22,38.32500076293945,,3.3106252268740963
2019-01-23,38.47999954223633,,3.3106252268740963
2019-01-24,38.17499923706055,,3.3106252268740963
2019-01-25,39.439998626708984,,3.3106252268740963
2019-01-28,39.07500076293945,,3.3106252268740963
2019-01-29,38.66999816894531,,3.3106252268740963
2019-01-30,41.3125,,3.3106252268740963
2019-01-31,41.61000061035156,,3.3106252268740963
2019-02-01,41.630001068115234,,3.3106252268740963
2019-02-04,42.8125,,3.3106252268740963
2019-02-05,43.54499816894531,,3.3106252268740963
2019-02-06,43.560001373291016,,3.3106252268740963
2019-02-07,42.73500061035156,,3.3106252268740963
2019-02-08,42.602500915527344,,3.3106252268740963
2019-02-11,42.35749816894531,,3.3106252268740963
2019-02-12,42.72249984741211,,3.3106252268740963
2019-02-13,42.54499816894531,,3.3106252268740963
2019-02-14,42.70000076293945,,3.3106252268740963
2019-02-15,42.60499954223633,,3.3106252268740963
2019-02-19,42.73249816894531,,3.3106252268740963
2019-02-20,43.00749969482422,,3.3106252268740963
2019-02-21,42.76499938964844,,3.3106252268740963
2019-02-22,43.24250030517578,,3.3106252268740963
2019-02-25,43.557498931884766,,3.3106252268740963
2019-02-26,43.58250045776367,,3.3106252268740963
2019-02-27,43.717498779296875,,3.3106252268740963
2019-02-28,43.287498474121094,,3.3106252268740963
2019-03-01,43.74250030517578,,3.3106252268740963
2019-03-04,43.962501525878906,,3.3106252268740963
2019-03-05,43.88249969482422,,3.3106252268740963
2019-03-06,43.630001068115234,,3.3106252268740963
2019-03-07,43.125,,3.3106252268740963
2019-03-08,43.227500915527344,,3.3106252268740963
2019-03-11,44.724998474121094,,3.3106252268740963
2019-03-12,45.227500915527344,,3.3106252268740963
2019-03-13,45.4275016784668,,3.3106252268740963
2019-03-14,45.932498931884766,,3.3106252268740963
2019-03-15,46.529998779296875,,3.3106252268740963
2019-03-18,47.005001068115234,,3.3106252268740963
2019-03-19,46.63249969482422,,3.3106252268740963
2019-03-20,47.040000915527344,,3.3106252268740963
2019-03-21,48.772499084472656,,3.3106252268740963
2019-03-22,47.76250076293945,,3.3106252268740963
2019-03-25,47.185001373291016,,3.3106252268740963
2019-03-26,46.6974983215332,,3.3106252268740963
2019-03-27,47.11750030517578,,3.3106252268740963
2019-03-28,47.18000030517578,,3.3106252268740963
2019-03-29,47.48749923706055,,3.3106252268740963
2019-04-01,47.810001373291016,,3.3106252268740963
2019-04-02,48.505001068115234,,3.3106252268740963
2019-04-03,48.837501525878906,,3.3106252268740963
2019-04-04,48.92250061035156,,3.3106252268740963
2019-04-05,49.25,,3.3106252268740963
2019-04-08,50.025001525878906,,3.3106252268740963
2019-04-09,49.875,,3.3106252268740963
2019-04-10,50.154998779296875,,3.3106252268740963
2019-04-11,49.73749923706055,,3.3106252268740963
2019-04-12,49.717498779296875,,3.3106252268740963
2019-04-15,49.807498931884766,,3.3106252268740963
2019-04-16,49.8125,,3.3106252268740963
2019-04-17,50.782501220703125,,3.3106252268740963
2019-04-18,50.96500015258789,,3.3106252268740963
2019-04-22,51.13249969482422,,3.3106252268740963
2019-04-23,51.869998931884766,,3.3106252268740963
2019-04-24,51.790000915527344,,3.3106252268740963
2019-04-25,51.31999969482422,,3.3106252268740963
2019-04-26,51.07500076293945,,3.3106252268740963
2019-04-29,51.15250015258789,,3.3106252268740963
2019-04-30,50.16749954223633,,3.3106252268740963
2019-05-01,52.630001068115234,,3.3106252268740963
2019-05-02,52.287498474121094,,3.3106252268740963
2019-05-03,52.9375,,3.3106252268740963
2019-05-06,52.119998931884766,,3.3106252268740963
2019-05-07,50.71500015258789,,3.3106252268740963
2019-05-08,50.724998474121094,,3.3106252268740963
2019-05-09,50.18000030517578,,3.3106252268740963
2019-05-10,49.29499816894531,,3.3106252268740963
2019-05-13,46.43000030517578,,3.3106252268740963
2019-05-14,47.165000915527344,,3.3106252268740963
2019-05-15,47.72999954223633,,3.3106252268740963
2019-05-16,47.52000045776367,,3.3106252268740963
2019-05-17,47.25,,3.3106252268740963
2019-05-20,45.772499084472656,,3.3106252268740963
2019-05-21,46.650001525878906,,3.3106252268740963
2019-05-22,45.69499969482422,,3.3106252268740963
2019-05-23,44.915000915527344,,3.3106252268740963
2019-05-24,44.74250030517578,,3.3106252268740963
2019-05-28,44.557498931884766,,3.3106252268740963
2019-05-29,44.345001220703125,,3.3106252268740963
2019-05-30,44.57500076293945,,3.3106252268740963
2019-05-31,43.76750183105469,,3.3106252268740963
2019-06-03,43.32500076293945,,3.3106252268740963
2019-06-04,44.90999984741211,,3.3106252268740963
2019-06-05,45.6349983215332,,3.3106252268740963
2019-06-06,46.30500030517578,,3.3106252268740963
2019-06-07,47.537498474121094,,3.3106252268740963
2019-06-10,48.14500045776367,,3.3106252268740963
2019-06-11,48.70249938964844,,3.3106252268740963
2019-06-12,48.54750061035156,,3.3106252268740963
2019-06-13,48.537498474121094,,3.3106252268740963
2019-06-14,48.185001373291016,,3.3106252268740963
2019-06-17,48.47249984741211,,3.3106252268740963
2019-06-18,49.61249923706055,,3.3106252268740963
2019-06-19,49.467498779296875,,3.3106252268740963
2019-06-20,49.8650016784668,,3.3106252268740963
2019-06-21,49.69499969482422,,3.3106252268740963
2019-06-24,49.64500045776367,,3.3106252268740963
2019-06-25,48.89250183105469,,3.3106252268740963
2019-06-26,49.95000076293945,,3.3106252268740963
2019-06-27,49.935001373291016,,3.3106252268740963
2019-06-28,49.47999954223633,,3.3106252268740963
2019-07-01,50.38750076293945,,3.3106252268740963
2019-07-02,50.682498931884766,,3.3106252268740963
2019-07-03,51.102500915527344,,3.3106252268740963
2019-07-05,51.057498931884766,,3.3106252268740963
2019-07-08,50.005001068115234,,3.3106252268740963
2019-07-09,50.310001373291016,,3.3106252268740963
2019-07-10,50.807498931884766,,3.3106252268740963
2019-07-11,50.4375,,3.3106252268740963
2019-07-12,50.82500076293945,,3.3106252268740963
2019-07-15,51.3025016784668,,3.3106252268740963
2019-07-16,51.125,,3.3106252268740963
2019-07-17,50.837501525878906,,3.3106252268740963
2019-07-18,51.415000915527344,,3.3106252268740963
2019-07-19,50.647499084472656,,3.3106252268740963
2019-07-22,51.80500030517578,,3.3106252268740963
2019-07-23,52.209999084472656,,3.3106252268740963
2019-07-24,52.16749954223633,,3.3106252268740963
2019-07-25,51.755001068115234,,3.3106252268740963
2019-07-26,51.935001373291016,,3.3106252268740963
2019-07-29,52.41999816894531,,3.3106252268740963
2019-07-30,52.19499969482422,,3.3106252268740963
2019-07-31,53.2599983215332,,3.3106252268740963
2019-08-01,52.10749816894531,,3.3106252268740963
2019-08-02,51.005001068115234,,3.3106252268740963
2019-08-05,48.334999084472656,,3.3106252268740963
2019-08-06,49.25,,3.3106252268740963
2019-08-07,49.7599983215332,,3.3106252268740963
2019-08-08,50.85749816894531,,3.3106252268740963
2019-08-09,50.247501373291016,,3.3106252268740963
2019-08-12,50.119998931884766,,3.3106252268740963
2019-08-13,52.24250030517578,,3.3106252268740963
2019-08-14,50.6875,,3.3106252268740963
2019-08-15,50.435001373291016,,3.3106252268740963
2019-08-16,51.625,,3.3106252268740963
2019-08-19,52.587501525878906,,3.3106252268740963
2019-08-20,52.59000015258789,,3.3106252268740963
2019-08-21,53.15999984741211,,3.3106252268740963
2019-08-22,53.1150016784668,,3.3106252268740963
2019-08-23,50.65999984741211,,3.3106252268740963
2019-08-26,51.622501373291016,,3.3106252268740963
2019-08-27,51.040000915527344,,3.3106252268740963
2019-08-28,51.38249969482422,,3.3106252268740963
2019-08-29,52.252498626708984,,3.3106252268740963
2019-08-30,52.185001373291016,,3.3106252268740963
2019-09-03,51.42499923706055,,3.3106252268740963
2019-09-04,52.29750061035156,,3.3106252268740963
2019-09-05,53.31999969482422,,3.3106252268740963
2019-09-06,53.314998626708984,,3.3106252268740963
2019-09-09,53.54249954223633,,3.3106252268740963
2019-09-10,54.17499923706055,,3.3106252268740963
2019-09-11,55.897499084472656,,3.3106252268740963
2019-09-12,55.772499084472656,,3.3106252268740963
2019-09-13,54.6875,,3.3106252268740963
2019-09-16,54.974998474121094,,3.3106252268740963
2019-09-17,55.17499923706055,,3.3106252268740963
2019-09-18,55.692501068115234,,3.3106252268740963
2019-09-19,55.2400016784668,,3.3106252268740963
2019-09-20,54.432498931884766,,3.3106252268740963
2019-09-23,54.68000030517578,,3.3106252268740963
2019-09-24,54.41999816894531,,3.3106252268740963
2019-09-25,55.25749969482422,,3.3106252268740963
2019-09-26,54.97249984741211,,3.3106252268740963
2019-09-27,54.70500183105469,,3.3106252268740963
2019-09-30,55.99250030517578,,3.3106252268740963
2019-10-01,56.147499084472656,,3.3106252268740963
2019-10-02,54.7400016784668,,3.3106252268740963
2019-10-03,55.20500183105469,,3.3106252268740963
2019-10-04,56.752498626708984,,3.3106252268740963
2019-10-07,56.76499938964844,,3.3106252268740963
2019-10-08,56.099998474121094,,3.3106252268740963
2019-10-09,56.75749969482422,,3.3106252268740963
2019-10-10,57.522499084472656,,3.3106252268740963
2019-10-11,59.0525016784668,,3.3106252268740963
2019-10-14,58.967498779296875,,3.3106252268740963
2019-10-15,58.83000183105469,,3.3106252268740963
2019-10-16,58.592498779296875,,3.3106252268740963
2019-10-17,58.81999969482422,,3.3106252268740963
2019-10-18,59.102500915527344,,3.3106252268740963
2019-10-21,60.127498626708984,,3.3106252268740963
2019-10-22,59.9900016784668,,3.3106252268740963
2019-10-23,60.79499816894531,,3.3106252268740963
2019-10-24,60.89500045776367,,3.3106252268740963
2019-10-25,61.64500045776367,,3.3106252268740963
2019-10-28,62.26250076293945,,3.3106252268740963
2019-10-29,60.8224983215332,,3.3106252268740963
2019-10-30,60.814998626708984,,3.3106252268740963
2019-10-31,62.189998626708984,,3.3106252268740963
2019-11-01,63.95500183105469,,3.3106252268740963
2019-11-04,64.375,,3.3106252268740963
2019-11-05,64.28250122070312,,3.3106252268740963
2019-11-06,64.30999755859375,,3.3106252268740963
2019-11-07,64.85749816894531,,3.3106252268740963
2019-11-08,65.03500366210938,,3.3106252268740963
2019-11-11,65.55000305175781,,3.3106252268740963
2019-11-12,65.48999786376953,,3.3106252268740963
2019-11-13,66.11750030517578,,3.3106252268740963
2019-11-14,65.66000366210938,,3.3106252268740963
2019-11-15,66.44000244140625,,3.3106252268740963
2019-11-18,66.7750015258789,,3.3106252268740963
2019-11-19,66.57250213623047,,3.3106252268740963
2019-11-20,65.79750061035156,,3.3106252268740963
2019-11-21,65.50250244140625,,3.3106252268740963
2019-11-22,65.44499969482422,,3.3106252268740963
2019-11-25,66.59249877929688,,3.3106252268740963
2019-11-26,66.07250213623047,,3.3106252268740963
2019-11-27,66.95999908447266,,3.3106252268740963
2019-11-29,66.8125,,3.3106252268740963
2019-12-02,66.04000091552734,,3.3106252268740963
2019-12-03,64.86250305175781,,3.3106252268740963
2019-12-04,65.43499755859375,,3.3106252268740963
2019-12-05,66.3949966430664,,3.3106252268740963
2019-12-06,67.67749786376953,,3.3106252268740963
2019-12-09,66.7300033569336,,3.3106252268740963
2019-12-10,67.12000274658203,,3.3106252268740963
2019-12-11,67.69249725341797,,3.3106252268740963
2019-12-12,67.86499786376953,,3.3106252268740963
2019-12-13,68.7874984741211,,3.3106252268740963
2019-12-16,69.96499633789062,,3.3106252268740963
2019-12-17,70.10250091552734,,3.3106252268740963
2019-12-18,69.93499755859375,,3.3106252268740963
2019-12-19,70.00499725341797,,3.3106252268740963
2019-12-20,69.86000061035156,,3.3106252268740963
2019-12-23,71.0,,3.3106252268740963
2019-12-24,71.06749725341797,,3.3106252268740963
2019-12-26,72.47750091552734,,3.3106252268740963
2019-12-27,72.44999694824219,,3.3106252268740963
2019-12-30,72.87999725341797,,3.3106252268740963
2019-12-31,73.4124984741211,,3.3106252268740963
2020-01-02,75.0875015258789,,3.3106252268740963
2020-01-03,74.35749816894531,,3.3106252268740963
2020-01-06,74.94999694824219,,3.3106252268740963
2020-01-07,74.59750366210938,,3.3106252268740963
2020-01-08,75.79750061035156,,3.3106252268740963
2020-01-09,77.40750122070312,,3.3106252268740963
2020-01-10,77.5824966430664,,3.3106252268740963
2020-01-13,79.23999786376953,,3.3106252268740963
2020-01-14,78.16999816894531,,3.3106252268740963
2020-01-15,77.83499908447266,,3.3106252268740963
2020-01-16,78.80999755859375,,3.3106252268740963
2020-01-17,79.68250274658203,,3.3106252268740963
2020-01-21,79.14250183105469,,3.3106252268740963
2020-01-22,79.42500305175781,,3.3106252268740963
2020-01-23,79.80750274658203,,3.3106252268740963
2020-01-24,79.57749938964844,,3.3106252268740963
2020-01-27,77.23750305175781,,3.3106252268740963
2020-01-28,79.42250061035156,,3.3106252268740963
2020-01-29,81.08499908447266,,3.3106252268740963
2020-01-30,80.96749877929688,,3.3106252268740963
2020-01-31,77.37750244140625,,3.3106252268740963
2020-02-03,77.16500091552734,,3.3106252268740963
2020-02-04,79.7125015258789,,3.3106252268740963
2020-02-05,80.36250305175781,,3.3106252268740963
2020-02-06,81.30249786376953,,3.3106252268740963
2020-02-07,80.00749969482422,,3.3106252268740963
2020-02-10,80.38749694824219,,3.3106252268740963
2020-02-11,79.90249633789062,,3.3106252268740963
2020-02-12,81.80000305175781,,3.3106252268740963
2020-02-13,81.21749877929688,,3.3106252268740963
2020-02-14,81.23750305175781,,3.3106252268740963
2020-02-18,79.75,,3.3106252268740963
2020-02-19,80.90499877929688,,3.3106252268740963
2020-02-20,80.07499694824219,,3.3106252268740963
2020-02-21,78.26249694824219,,3.3106252268740963
2020-02-24,74.54499816894531,,3.3106252268740963
2020-02-25,72.0199966430664,,3.3106252268740963
2020-02-26,73.1624984741211,,3.3106252268740963
2020-02-27,68.37999725341797,,3.3106252268740963
2020-02-28,68.33999633789062,,3.3106252268740963
2020-03-02,74.70249938964844,,3.3106252268740963
2020-03-03,72.33000183105469,,3.3106252268740963
2020-03-04,75.68499755859375,,3.3106252268740963
2020-03-05,73.2300033569336,,3.3106252268740963
2020-03-06,72.25749969482422,,3.3106252268740963
2020-03-09,66.5425033569336,,3.3106252268740963
2020-03-10,71.33499908447266,,3.3106252268740963
2020-03-11,68.85749816894531,,3.3106252268740963
2020-03-12,62.057498931884766,,3.3106252268740963
2020-03-13,69.49250030517578,,3.3106252268740963
2020-03-16,60.5525016784668,,3.3106252268740963
2020-03-17,63.21500015258789,,3.3106252268740963
2020-03-18,61.66749954223633,,3.3106252268740963
2020-03-19,61.19499969482422,,3.3106252268740963
2020-03-20,57.310001373291016,,3.3106252268740963
2020-03-23,56.092498779296875,,3.3106252268740963
2020-03-24,61.720001220703125,,3.3106252268740963
2020-03-25,61.380001068115234,,3.3106252268740963
2020-03-26,64.61000061035156,,3.3106252268740963
2020-03-27,61.935001373291016,,3.3106252268740963
2020-03-30,63.70249938964844,,3.3106252268740963
2020-03-31,63.5724983215332,,3.3106252268740963
2020-04-01,60.227500915527344,,3.3106252268740963
2020-04-02,61.23249816894531,,3.3106252268740963
2020-04-03,60.352500915527344,,3.3106252268740963
2020-04-06,65.61750030517578,,3.3106252268740963
2020-04-07,64.85749816894531,,3.3106252268740963
2020-04-08,66.51750183105469,,3.3106252268740963
2020-04-09,66.99749755859375,,3.3106252268740963
2020-04-13,68.3125,,3.3106252268740963
2020-04-14,71.76249694824219,,3.3106252268740963
2020-04-15,71.10749816894531,,3.3106252268740963
2020-04-16,71.67250061035156,,3.3106252268740963
2020-04-17,70.69999694824219,,3.3106252268740963
2020-04-20,69.23249816894531,,3.3106252268740963
2020-04-21,67.09249877929688,,3.3106252268740963
2020-04-22,69.0250015258789,,3.3106252268740963
2020-04-23,68.75749969482422,,3.3106252268740963
2020-04-24,70.74250030517578,,3.3106252268740963
2020-04-27,70.7925033569336,,3.3106252268740963
2020-04-28,69.6449966430664,,3.3106252268740963
2020-04-29,71.93250274658203,,3.3106252268740963
2020-04-30,73.44999694824219,,3.3106252268740963
2020-05-01,72.26750183105469,,3.3106252268740963
2020-05-04,73.29000091552734,,3.3106252268740963
2020-05-05,74.38999938964844,,3.3106252268740963
2020-05-06,75.15750122070312,,3.3106252268740963
2020-05-07,75.93499755859375,,3.3106252268740963
2020-05-08,77.53250122070312,,3.3106252268740963
2020-05-11,78.75250244140625,,3.3106252268740963
2020-05-12,77.85250091552734,,3.3106252268740963
2020-05-13,76.9124984741211,,3.3106252268740963
2020-05-14,77.38500213623047,,3.3106252268740963
2020-05-15,76.92749786376953,,3.3106252268740963
2020-05-18,78.73999786376953,,3.3106252268740963
2020-05-19,78.28500366210938,,3.3106252268740963
2020-05-20,79.80750274658203,,3.3106252268740963
2020-05-21,79.2125015258789,,3.3106252268740963
2020-05-22,79.72250366210938,,3.3106252268740963
2020-05-26,79.18250274658203,,3.3106252268740963
2020-05-27,79.52749633789062,,3.3106252268740963
2020-05-28,79.5625,,3.3106252268740963
2020-05-29,79.48500061035156,,3.3106252268740963
2020-06-01,80.4625015258789,,3.3106252268740963
2020-06-02,80.83499908447266,,3.3106252268740963
2020-06-03,81.27999877929688,,3.3106252268740963
2020-06-04,80.58000183105469,,3.3106252268740963
2020-06-05,82.875,,3.3106252268740963
2020-06-08,83.36499786376953,,3.3106252268740963
2020-06-09,85.99749755859375,,3.3106252268740963
2020-06-10,88.20999908447266,,3.3106252268740963
2020-06-11,83.9749984741211,,3.3106252268740963
2020-06-12,84.69999694824219,,3.3106252268740963
2020-06-15,85.74749755859375,,3.3106252268740963
2020-06-16,88.0199966430664,,3.3106252268740963
2020-06-17,87.89749908447266,,3.3106252268740963
2020-06-18,87.93250274658203,,3.3106252268740963
2020-06-19,87.43000030517578,,3.3106252268740963
2020-06-22,89.71749877929688,,3.3106252268740963
2020-06-23,91.63249969482422,,3.3106252268740963
2020-06-24,90.01499938964844,,3.3106252268740963
2020-06-25,91.20999908447266,,3.3106252268740963
2020-06-26,88.40750122070312,,3.3106252268740963
2020-06-29,90.44499969482422,,3.3106252268740963
2020-06-30,91.19999694824219,,3.3106252268740963
2020-07-01,91.02749633789062,,3.3106252268740963
2020-07-02,91.02749633789062,,3.3106252268740963
2020-07-06,93.4625015258789,,3.3106252268740963
2020-07-07,93.17250061035156,,3.3106252268740963
2020-07-08,95.34249877929688,,3.3106252268740963
2020-07-09,95.75250244140625,,3.3106252268740963
2020-07-10,95.91999816894531,,3.3106252268740963
2020-07-13,95.47750091552734,,3.3106252268740963
2020-07-14,97.05750274658203,,3.3106252268740963
2020-07-15,97.7249984741211,,3.3106252268740963
2020-07-16,96.52249908447266,,3.3106252268740963
2020-07-17,96.32749938964844,,3.3106252268740963
2020-07-20,98.35749816894531,,3.3106252268740963
2020-07-21,97.0,,3.3106252268740963
2020-07-22,97.27249908447266,,3.3106252268740963
2020-07-23,92.84500122070312,,3.3106252268740963
2020-07-24,92.61499786376953,,3.3106252268740963
2020-07-27,94.80999755859375,,3.3106252268740963
2020-07-28,93.25250244140625,,3.3106252268740963
2020-07-29,95.04000091552734,,3.3106252268740963
2020-07-30,96.19000244140625,,3.3106252268740963
2020-07-31,106.26000213623047,,3.3106252268740963
2020-08-03,108.9375,,3.3106252268740963
2020-08-04,109.66500091552734,,3.3106252268740963
2020-08-05,110.0625,,3.3106252268740963
2020-08-06,113.90249633789062,,3.3106252268740963
2020-08-07,111.11250305175781,,3.3106252268740963
2020-08-10,112.72750091552734,,3.3106252268740963
2020-08-11,109.375,,3.3106252268740963
2020-08-12,113.01000213623047,,3.3106252268740963
2020-08-13,115.01000213623047,,3.3106252268740963
2020-08-14,114.90750122070312,,3.3106252268740963
2020-08-17,114.60749816894531,,3.3106252268740963
2020-08-18,115.5625,,3.3106252268740963
2020-08-19,115.7074966430664,,3.3106252268740963
2020-08-20,118.2750015258789,,3.3106252268740963
2020-08-21,124.37000274658203,,3.3106252268740963
2020-08-24,125.85749816894531,,3.3106252268740963
2020-08-25,124.82499694824219,,3.3106252268740963
2020-08-26,126.52249908447266,,3.3106252268740963
2020-08-27,125.01000213623047,,3.3106252268740963
2020-08-28,124.80750274658203,,3.3106252268740963
2020-08-31,129.0399932861328,,3.3106252268740963
2020-09-01,134.17999267578125,,3.3106252268740963
2020-09-02,131.39999389648438,,3.3106252268740963
2020-09-03,120.87999725341797,,3.3106252268740963
2020-09-04,120.95999908447266,,3.3106252268740963
2020-09-08,112.81999969482422,,3.3106252268740963
2020-09-09,117.31999969482422,,3.3106252268740963
2020-09-10,113.48999786376953,,3.3106252268740963
2020-09-11,112.0,,3.3106252268740963
2020-09-14,115.36000061035156,,3.3106252268740963
2020-09-15,115.54000091552734,,3.3106252268740963
2020-09-16,112.12999725341797,,3.3106252268740963
2020-09-17,110.33999633789062,,3.3106252268740963
2020-09-18,106.83999633789062,,3.3106252268740963
2020-09-21,110.08000183105469,,3.3106252268740963
2020-09-22,111.80999755859375,,3.3106252268740963
2020-09-23,107.12000274658203,,3.3106252268740963
2020-09-24,108.22000122070312,,3.3106252268740963
2020-09-25,112.27999877929688,,3.3106252268740963
2020-09-28,114.95999908447266,,3.3106252268740963
2020-09-29,114.08999633789062,,3.3106252268740963
2020-09-30,115.80999755859375,,3.3106252268740963
2020-10-01,116.79000091552734,,3.3106252268740963
2020-10-02,113.0199966430664,,3.3106252268740963
2020-10-05,116.5,,3.3106252268740963
2020-10-06,113.16000366210938,,3.3106252268740963
2020-10-07,115.08000183105469,,3.3106252268740963
2020-10-08,114.97000122070312,,3.3106252268740963
2020-10-09,116.97000122070312,,3.3106252268740963
2020-10-12,124.4000015258789,,3.3106252268740963
2020-10-13,121.0999984741211,,3.3106252268740963
2020-10-14,121.19000244140625,,3.3106252268740963
2020-10-15,120.70999908447266,,3.3106252268740963
2020-10-16,119.0199966430664,,3.3106252268740963
2020-10-19,115.9800033569336,,3.3106252268740963
2020-10-20,117.51000213623047,,3.3106252268740963
2020-10-21,116.87000274658203,,3.3106252268740963
2020-10-22,115.75,,3.3106252268740963
2020-10-23,115.04000091552734,,3.3106252268740963
2020-10-26,115.05000305175781,,3.3106252268740963
2020-10-27,116.5999984741211,,3.3106252268740963
2020-10-28,111.19999694824219,,3.3106252268740963
2020-10-29,115.31999969482422,,3.3106252268740963
2020-10-30,108.86000061035156,,3.3106252268740963
2020-11-02,108.7699966430664,,3.3106252268740963
2020-11-03,110.44000244140625,,3.3106252268740963
2020-11-04,114.94999694824219,,3.3106252268740963
2020-11-05,119.02999877929688,,3.3106252268740963
2020-11-06,118.69000244140625,,3.3106252268740963
2020-11-09,116.31999969482422,,3.3106252268740963
2020-11-10,115.97000122070312,,3.3106252268740963
2020-11-11,119.48999786376953,,3.3106252268740963
2020-11-12,119.20999908447266,,3.3106252268740963
2020-11-13,119.26000213623047,,3.3106252268740963
2020-11-16,120.30000305175781,,3.3106252268740963
2020-11-17,119.38999938964844,,3.3106252268740963
2020-11-18,118.02999877929688,,3.3106252268740963
2020-11-19,118.63999938964844,,3.3106252268740963
2020-11-20,117.33999633789062,,3.3106252268740963
2020-11-23,113.8499984741211,,3.3106252268740963
2020-11-24,115.16999816894531,,3.3106252268740963
2020-11-25,116.02999877929688,,3.3106252268740963
2020-11-27,116.58999633789062,,3.3106252268740963
2020-11-30,119.05000305175781,,3.3106252268740963
2020-12-01,122.72000122070312,,3.3106252268740963
2020-12-02,123.08000183105469,,3.3106252268740963
2020-12-03,122.94000244140625,,3.3106252268740963
2020-12-04,122.25,,3.3106252268740963
2020-12-07,123.75,,3.3106252268740963
2020-12-08,124.37999725341797,,3.3106252268740963
